Score,Text
4,"Whole grain ingredients and good tasting.  Most Kashi products have mostly white flour with very little whole grains, but these cookies are primarily a whole grain mix. It's nice to have a treat that is more nutritious and still sweet enough for my sweet tooth!  There are several varieties of Kashi cookies, and they are all good."
3,"They taste nice, but they made my stomach hurt and gave me a bit of flatulence issues (because of the chicory root fiber). It also made me bloated."
4,"YES, these are wonderful and healthy cookies, but this is a rare bad deal from Amazon (really DAB Nutrition)- they are charging about $25 (including shipping).  In less than a minute of web searching I found the same quantity for about $15 shipped.  Enjoy the cookies, but buy from someone else until the price comes down."
4,"Yummy. Good flavor. I wish they were softer and not so crumbly......and for some odd reason they give me heartburn, and I never get heartburn. I still like the flavor."
5,"<span class=""tiny""> Length:: 1:00 Mins<br /><br /></span>These cookies are so great! Watch our video to see how great they really are!!!"
5,"These were shipped out the day after I ordered them and arrived within 5 days.  (I live on the opposite coast where these are made.)  My order arrived nicely packaged.  For the price, I got 1 lbs. 4 oz. of biscotti (I weighed it on my kitchen scale) cut into 10 big pieces.  Add the shipping and handling, and that comes out to a little more than $2 per piece.  This is approximately what my local bakery charges per biscotti too (when they have some.)  So, I guess this is the going price for homemade biscotti these days?<br /><br />The flavor is very almondy. And, the hardness is just perfect.  The biscotti is hard and crunchy, but it's not so hard that you couldn't eat it without dunking (as some biscotti are).  This biscotti can be eaten ""as is"" or can be dunked in coffee, tea or cocoa.  I dunked mine in Chai Tea and it tastes great.  And, the biscotti does not fall apart when dunked.<br /><br />I like the almond flavor, but I wish this came in anise flavor.  That's my favorite biscotti flavor."
5,"This coffee has a smooth, carmely, dark finish that I love! My husband gets other dark blends that taste like charcoal to me. This one is very smooth, with just a hint of sweetness. I wish that Amazon had it on its monthly purchase program, would love to save 15% on it! However, I was glad to find it someplace besides Green Mountain. As prime members, we can get our coffee replaced in 2 shipping days v. a week or longer over at GM. Sweet!"
5,"This is the fifth different type of coffee I've tried with my Keurig coffee maker. Right now, it is tied with a Newman's Own k-cup as my favorite. A couple k-cup products seemed fine when I first tasted them, but have come to pale somewhat in comparison with other flavors and makes.<br /><br />This is a really smooooooooooooooooooth tasting coffee. It does not have a strong taste, but goes down very easily. There is a richness to the taste as well.<br /><br />Bottom line? I will be purchasing this again when my supply runs out as I continue experimenting with different flavor k-cups."
5,"Great coffee.  Rich, robust.  A coffee-lovers choice.  If you like French roast or Italian roast, you will like this coffee."
5,"I am a coffee snob. Yes, I admit it. I prefer fresh roasted Kenyan coffee, but also like Sumatran, Jamacan, Guatamalan, even Etheopian. I generally say that I don't drink Columbian. Most K-Cups are weak and less than stellar, though I have found several I enjoy. I was surprised by Caribou's Mahogany! It is excellent. Strong enough with an earthy, winey taste and smoothe finish (my description).  I eagerly tried their Daybreak, to my disappointment. Just ordinary. I don't often write reviews, but if this can get someone else to enjoy Mahogany it is well worth the time. If you have similar taste in coffee give it a try!! (and no, I don't work for them.)"
5,I love this coffee. Very dark but not at all bitter. I finally found one I like as much as Jet Fuel.
5,"My husband loves strong Caribou coffee but I like the milder one or ""breakfast<br />type. I will drink this but Caribou of all kinds is a great coffee,no matter<br />how strong. It will not disappoint."
5,"This morning, for the first time in my life, I tried Mahogani Caribou Coffee only because I had run out of my usual type of coffee, which I would usually brew and drink. In short, I should not even categorize Mahogany Caribou as coffee!!!! You know why? It has far more anti-depressant and uplifting effect on me than I had previously anticipated. From now on, I will only drink Mahogany Caribou."
5,"You can taste the wood in the respect it taste like the coffee was roasted over wood.  It is VERY smooth, I detect no bitterness or over roasting.  Nice flavor.  My newest favorite amoung the k-cup line.  My old favorite was Donut Shop but not any more.  I am not as pleased with the other Caribou flavors but this one really surprised me."
5,"Most Caribou coffees are too weak for me. This one is a delicious exception. It's right up there with Revv, Emeril's bold, or Van Houtte's eclipse. A Dark bold coffee without tasting burned or bitter."
5,"Caribou's Mahogany is my favorite k-cup coffee.  It's got a great, rich taste.  It's dark, but not bitter."
5,It has a nice strong flavor with no bitterness.<br /><br />How strong is it? I would say it is similar in strength to auto-drip using 1 rounded tablespoon of coffee per 8oz of water.
5,"I've been drinking Green Mountain's Dark Magic and really enjoyed it, however I wanted a change.  After some searching I discovered this coffee and am glad I did.  It's got an excellent deep flavor that I really enjoy.  Strong enough - yet not overpowering.  I recommend you give it a try."
4,"I agree with the other positive reviews I see here.  Nice flavor, strong-ish, no bitter, grind-y or conference coffee flavors to mess it up.<br /><br />For reference purposes my in store drink is a Starbucks Americano.<br /><br />My favorite k-cups are:<br />Starbucks French Roast<br />Starbucks Caffe Verona<br />Starbucks Pike Place Roast<br />Green Mountain Xtra Bold Sumatran Reserve<br />Green Mountain Double Black Diamond<br />Green Mountain Revv<br />Green Mountain Dark Magic<br /><br />Other k-cups I've tried:  Coffee People Jet Fuel ,Green Mountain Dark Magic Decaf, Emeril Jazzed up Decaf, Starbucks Caffe Verona, Coffee People Black Tiger,  Starbucks House Blend, Starbucks Breakfast Blend, Starbucks Sumatra, Wolfgang Puck French Roast, Green Mountain Lake and Lodge, Green Mountain French Roast, Caribou Mahogony, Wolfgang Puck Sumatra Kopi Raya, Emeril Big Easy Bold"
4,This coffee has a good flavor and a good strength.  At first it seemed strong but then I got use to it.  I recommend this flavor coffee. Good wake up in the morning.
4,"Very nice, smooth cup of coffee.  Caribou Coffee has been a favorite of mine since the first time I visited Minnesota and had the opportunity to go to a store and have coffee.  I have since done mail order for their coffee and after purchasing a Keurig coffee machine was happy to see it was available in K-cups.  I also enjoy the Caribou Blend but I have to say this blend has a little more ""kick"" to it but still a smooth coffee with no after taste."
5,"I hadn't tried Caribou brand K-cups before and am extremely picky.  I like a rich, intense, well-bodied coffee and this product delivered.  Strong but no bitter taste, when brewed with 6 oz. water.  I would recommend this product to anyone with similar tastes and will definitely buy it again."
5,This is one of my favorites.  It's smooth and rich and not too strong for morning but also bold enough that if I like a cup in the afternoon it will do for that too.  My only problem is that I can never find it locally - I almost always have to get it online which is usually more expensive.  I've tried the Obsidian as a substitute and I don't like that one quite as much as the Mahogany.
5,"This is probably my favorite k-cup so far. I'm no professional taster so talk of flavor notes in coffee or elsewhere usually leaves me scratching my head and thinking, ""if you say so..."". But at my first sip of this dark, smooth coffee, I though chocolate. It's not flavored or sweet but, for me, it has a ""note"" of good, dark chocolate. Highly recommended if you like your coffee strong and full of flavor."
5,"Very Smooth Rich flavor even on the largest setting, dark blend a very satisfying cup of coffee. I will recommend this to my friends.  This product arrived on time well packaged."
5,"Obviously taste is an opinion but in my humble opinion this is the best coffee out there for Keurig and I have tried a billion. I love dark roast but Starbucks' French roast, Sumatra, and others I can't remember off hand seem to taste stale to me or not as bold. Can't stand any of Caribou's other dark roasts, such as Obsidian which you can get at Target sometimes. All in all, I am hoping this one sticks around, Ange's personal fav."
5,"Smooth. Full of flavor. Not bitter. No nasty aftertaste. People that like Newmans extra bold, Starbucks Verona and Sumatra, Tullys French Roast and other dark cup should love this.  It's better!"
4,"Although I've only been able to try three of Caribou's k cup blends (Mahogany as well as <a href=""http://www.amazon.com/gp/product/B00474OR8G"">Caribou Coffee, Caribou Blend, K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count</a> and <a href=""http://www.amazon.com/gp/product/B00474VPLI"">Caribou Coffee, Daybreak Morning Blend, K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count</a>), I've found that Caribou consistently produces the highest quality k cups.  They are head and shoulders above their competitors like Green Mountain and Van Houtte.<br /><br />I should mention that Caribou's Daybreak blend is far and away my favorite k cup flavor of the 20 or so I've been able to sample so far.  But I enjoy a flavorful medium roast.  My boyfriend, on the other hand, prefers an extra bold dark roast.  After our favorable experience with the Caribou brand before, we picked up a box of this coffee and hoped that it would be a great choice for a dark blend.<br /><br />Let me just say that Mahogany is full of smokey delicious flavor.  It's quite strong and dark, but there is no rancid bitterness or acidity that accompanies a lot of the dark roasts.  This coffee packs a powerful punch.  Although that isn't normally my thing, I can enjoy a cup of this with milk and a bit of sweetener.  My boyfriend adores it, though, and it has become a staple blend for him.  I will still drink this on occasion, but it's a bit too potent for me.<br /><br />I think this is the best dark roast I've had the chance to try."
4,"Nice bold taste but with a little ""packaged"" overtone.  Like other K-cup products this is just a shade below fresh."
5,"Got this in a k cup sampler, the best k cup so far.  If you like good strong coffee with a lot of flavor, slight hint of cocoa, this is it.  No bitter after taste.  This one goes on top of my reorder list, perfect for the K Cup System.  The one reviewer on this post that gave it one star has no taste buds."
5,"my wife and I are avid Keurig coffee fans (with three brewers between the two of us). We started out ordering all the flavored pods and soon learned than are likes were back to the basics ..... we each have a couple of ""full"" strength and then go to the ""de-caf"" for that last cup.<br /><br />Mahogany is my choice for the full blend.  It's smooth ....has an excellent taste and aroma.<br /><br />We are totally satisfied with this order ....."
5,"The name of this coffee is Mahogany, in my mind a deep rich brown. The coffee flavor is deep and rich, and the color is dark brown. It is delicious."
2,"Carabou Mahogony is the worst tasting cup of coffee I have ever had, and I've been drinking coffee for over 4 decades. It tastes just like a piece of burnt toast. The only way I can make it palatable is to put it over ice, add lots of vanilla sugar syrup and milk. I've got to find some way to justify the purchase and icing it seems to help."
5,I ordered the Mahogany Caribou Coffee K-Cups and adore them.  I recommend this product if you like bold coffe with a smooth taste.
5,This is a serious cup of joe. Yummyness!<br />I have turned at least 3 friends onto this coffee.<br />Robust and aeromatic
5,"this is maybe the greatest coffee ever made.  i have had this many time before in regular bean that i grind myself,  but never in k-cups.  Tastes the exact same and its maybe my favorite coffee ever"
5,"I like the taste of this coffee. Tried the other brands but got stuck on this one, I also like the ECO friendliness of the company."
5,"This is the best Caribou kcup if you like a dark, hearty roast with good flavor and little acidity.  Will definitely buy again."
5,"I have been drinking Tully's Kona for the past 2 years, but with the price increase of kona, I needed to find something less expensive. After trying numerous kcups, this Mahogany is just as good as the Kona, with a full coffee flavor, and a hint of caramel. I am happily converted."
4,I enjoyed this because of the full taste I get out of it without it being too bold or having a burnt taste.  To me it is a bit above the medium blend.  I do take creamer with my coffee so the boldness may be tamed down. I will definitely order more of this when I'm am out.
5,"I could get very used to this!  This is a nice, strong, robust coffee without bitterness.  The K-Cups are so convenient and make no mess."
5,I really enjoy this coffee - I have used a variety of the K-cups and this is one of the best.
5,Strong smooth velvety flavor.  Mahogany describes the color and the mood you get when drinking. Absolutely the best. I've found my favorite.
5,"Of all the coffees I've tried -- and I've tried A BUNCH -- this is hands-down my favorite.  Great bold taste but no bitter aftertaste.  I drink coffee all day, and I like it strong and fresh.  It can be difficult to find a stronger tasting coffee that's really great without cream or sugar, I drink my coffee black.  I've not yet found anything I like better.  Yum..."
3,"Too mild for me... I like a strong flavor. My wife likes this coffee. Has enough flavor and boldness to keep it enjoyable and not feeling like water downed coffee. If you like strong, bold coffee, you will be disappointed. For a mild coffee, I found this good, but not good enough to warrant the higher cost over many of the other brands.<br /><br />I will not be re-ordering Caribou Mahogany. My wife prefers Donut Shop brand over this. Again, not strong enough for me, but still makes a good cup of coffee."
5,"If you're a fan of full-bodied coffees, give this one a shot.<br /><br />For my taste, the vast majority of k-cups are too watery and weak (even on the small cup setting), so I gravitate towards the extra-bold varieties.  I had previously been enjoying Newman's Own Extra Bold and GM Dark Magic.  After reading some favorable comparisons between those and Mahogany, I decided to give it a chance.<br /><br />I find that it's slightly less bitter (not that bitter is bad) than Newman's EB or Dark Magic, and a little smoother.  I also think it's more full bodied without any burned bean flavor.  I've tried the Mahogany on the larger cup setting and actually still liked it -- something I've never said before."
4,"I've sampled many different k-cup coffe types. I prefer a really robust coffee and Carbou mahogany really dosn't provide that. I would cassify it as medium roast coffee with a smooth melow taste. If that is what u are after , then give this blend a try."
4,"No bitterness.  A strong, full-bodied, cup but does not taste like ashes.  Smooth, very drinkable.  If you like bold, dark coffee, this will please."
5,"In my office, and for me personally, this is the smoothest and best tasting coffee you can buy for your Keurig machine. Great price too!"
5,I have tried about every k cup brand....Caribou Mohogany is my all time go-to brand.  Flavorful yet not strong and no jitters.  You get the same great flavor whether you make a small cup or a large one.
5,"If you like a bold cup of good coffee...and have a Keurig single up brewer, this is the flavor to buy!  Never dissappointing with Carbou Mahogany!"
5,"i have this strong flavorful mahogany coffee by caribou in my Keurig.  I love the taste.  I do like strong coffee and this seems to be the right blend of strong to medium.  I use a vanilla diet supplement in the coffee every morning with a splash of torani sugar free syrup and there is breakfast on the move.<a href=""http://www.amazon.com/gp/product/B00474VPY0"">Caribou Coffee, Mahogany, K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count</a>"
5,We love this coffee. It is the best K cup we've found. We like strong coffee and struggled at first to find one that we enjoyed. The prices on Amazon can't be beat and the shipping super fast.
4,My husband enjoyed this coffee. We usually use Newman's Extra Bold but thought we<br />would try something different. It was a bit too strong for me; I prefer Newman's. But it was<br />still good.
3,"This coffee is inoffensive, but not strong enough for my tastes.  I do use cream, and I'm sure that makes a difference."
4,"I like strong coffee, but I don't want it to taste burnt or have an acidic after taste. Caribou Coffee's Mahogany is full bodied with a nice balance of dark notes and acidity.  It's one of my ""go to"" coffees when my favorites like Coffee People's Wake Up Call are out of stock."
4,I like my coffee strong. This is the first brand that I have tasted that provides the kick I need without the bitterness. I keep my pantry stocked with Mahogony and I do not share!
5,love to order my coffee on amazon.  easy and shows up quickly.<br />This k cup is great coffee.  dcaf is very good as well
5,One of the richer coffee for k cups! We typically grind our own even for the Keurig but the Mahagoney from Caribou is a great alternative. Order was shipped very quickly.  Will definitely buy again.
5,"This is my favorite K-cup coffee (I've tried about twenty different types) and, so far, everyone I've served it to really likes it a lot. Even the pickiest coffee connoisseur I know thought this k-cup made an excellent cup of coffee. Two non-coffee drinking friends wish they liked coffee because they love the sound of Caribou Mahogany."
5,"This is a great coffee.  Its dark but not bitter, a little chocolaty, and it reminds me of an Adirondack lodge.  I can get them for a better price in a Caribou Coffee store, however."
5,"I've tried quite a few coffees and many end up tasting the same. However, this and the Italian Blend by Timothy's are two that are very good black or with cream/sugar. If you're looking for a simple coffee without all the flavors, this is the one for you."
5,"I've tried over a dozen varieties of K-Cups and this is, by far, my favorite!  It's strong but not bitter and just has a great flavor.  This will be my choice from now on."
5,"Without beating it to death - If you like a full bodied, but mellow brew this might be for you.  It is hearty, but not at all bitter.  It holds a nice full body, even when the Keurig is set to the oversize setting.  It's now my favorite blend."
5,I go for the bold varieties of coffee and this Mahogany is not only bold but very smooth.  My all time favorite!
5,"So Far this is the only K-cup I've found thats tastes great with a normal brew!  It's not watered down like the regular stuff, and dosen't taste burnt like the bold stuff. They only K-cup i'm buying from now on!"
5,"We've tried every coffee brand available for the Keurig, and this one is, by far, the best.  It's extraordinarily smooth and rich - the closest to Starbucks, if that's your thing.  I add to it a healthy splash of Bolthouse coffee/mocha - very good."
5,The Mahogany has a smooth full bodied character.  I highly recommend this coffee to drinkers looking for a bold but not overpowering taste!
3,"This coffee is not really bold in my opinion - it falls more along medium roast flavor. It's a decent, smooth coffee, but I didn't think really bold. Like all k-cups though seriously overpriced!"
1,"If you like strong coffee, as I do this coffee is over rated. I found it weak, with a sickening after  taste."
3,"This coffee is very full bodied, and has a great aroma; however, it is the only K-Cup coffee I've had that has a bitter aftertaste. I would still drink it if someone offered me a cup, but I won't buy it again."
5,This was sold out at Cafe Express site.  Thrilled to<br />Find it here. Quick delivery and great service!  Happy to know that I can find it here.
5,"My favorite blend of my favorite coffee.  Used to have to smuggle a few pounds of the stuff back in my suitcase everytime I went out to the midwest! Now I can get in k-cups.  Yay! Good price on amazon, but super saver shipping takes forever! Fedexing it to the post office makes no sense.  just fedex it to me and shave 2 days off the wait already!"
4,"This coffee is very smooth but rather flat compared to Starbuck's brews.  It doesn't have any bite to it.<br />If you like a mild coffee, you will enjoy this one."
1,"Honestly, I'm not sure why so many folks like this coffee in their reviews.  It's a little weak but mostly just doesn't have a rich flavor.  It is really missing something.  I drink coffee black.  Maybe it tastes better with cream and sugar?  Before buying this coffee, I had been drinking Starbuck's French Roast and Folger's Black Silk, both of which taste SO MUCH better than this coffee."
5,"Let me be honest, I wasn't expecting this to be very good. I received a sample and it sat in the fridge for a good week before I was brave enough to give it a taste.<br /><br />At first sip, it was much sweeter than I expected it to be. I could certainly taste the pineapple, but the coconut flavor was much more pronounced than I thought it would be. It was good! I very much enjoyed the taste of the drink. It was exotic and refreshing. It was much fuller in weight, as I was thinking it would be watery with a mild flavor.<br /><br />The box reminded me of those chocolate milks that I buy for my kids, but it didn't detract from the flavor."
5,"I have been buying ONE Coconut Water with a Splash of Pineapple regularly for awhile now. I like the flavor and ordering it on line is very convenient. Also, I have had no problems with delivery.<br /><br />Unfortunately, IPROZON has just lost my business.  I didn't mind paying $15.00 for a case of 12.  I will not, however, pay $39.95 for a case of 12.  That is robbery.  I can walk into Fred Meyer Grocery and buy a case of 12 for $17.88.  Plus there are other sites still selling it for $15.00 per case.  I noticed IPROZON is still selling the other flavors of ONE coconut water for $15.00 for a case of 12.  So what on earth are they thinking.<br /><br />I am quite unhappy with having to trust one of these other sites with my credit card information, but I am willing to do that versus paying nearly $40 for a case of 12.  Quite ridiculous."
5,"I was exhausted, hot, and dehydrated when I spotted this in a concourse store at JFK airport.  I was about to get on a 6 hour flight and water sounded too unsatisfying - but juice sounded too heavy.<br />I'd heard the rumblings about coconut water so I looked to see if I liked any of the flavor options - I can't stand mango and just about everyone adds it. I was relieved to see the O.N.E. coconut water with a ""splash of pineapple"" so I figured I'd give it a go.<br />The woman at the counter said ""are you sure you want that? It's $4."" Steep! But it's an airport, what can you do? By that point I was so wanting to try it I said sure.  After all, it would've been $3 for a sticky sweet soda.<br />I was so happy with it that I kept the empty tetra pack with me the whole time I traveled so I would know which one it was.  It doesn't taste heavy (in case the pina colada reference made it sound that way) but the pineapple takes the edge off the green coconut water.  It's amazing.<br />I was happy to find it on Amazon - as I'm definitely hooked.<br />Since I have Prime shipping, it gets to me in 2 days (if I order it right, that is!) which saves me a trip to various local stores trying to see who still has it in stock.<br />I'm totally thrilled with this stuff."
3,"We loved this product and I just received my new order.  I noticed the packing changed which made me check the label.  The ingredients and NUTRITIONAL INFORMATION HAS CHANGED!<br /><br />Old Ingredients & Nutrition (sample)<br />Natural Coconut Water<br />Natural Pineapple Juice<br />Cane Juice<br />Vit C.<br />Natural Fruit Flavor<br />Sodium 115mg<br />Potassium 299mg<br />Sugar 16g<br />Vit C 172%<br />Calcium 1.3%<br />Iron 1.8%<br /><br />New Ingredients & Nutrition (sample)<br />Coconut Water<br />Pineapple Juice<br />Sugar<br />Ascorbic Acid<br />Natural Flavor<br />Sodium 45mg<br />Potassium 425mg<br />Sugar 20g<br />Calcium 2%<br />Iron 0%<br />Magnesium 2%<br />Vit C 210%<br />96% Juice<br /><br />Maybe the new box is misprinted as it says 96% juice and the packaging clearly says ""a splash of pineapple and other natural flavors"".<br /><br />No thank you...I'll be cancelling my subscription.  I don't why the change."
1,Please contact the manufacturer and ask them to change back to the old formula if you love this product! We just cancelled our subscription of 8 cases per month because the new formula is disgusting! Not buying again unless the change back to the old version!
5,O. N. E. Coconut water is delicious and refreshing. It is amazing how it rids me of cramps in my calves and lower back.
5,"This drink is perfect for the summer. It is a healthy alternative to soda, and a great way to hydrate your body. I know this isn't the ""healthiest"" coconut water on the market (it does have cane sugar), but it's the best one for those who are new to coconut water, or just don't prefer something as natural as pure coconut water. My brother hates coconut water,but loves this stuff. This drink is not too sweet,and has the perfect balance of pureed pineapple and natural coconut water subtly mixed together. I like vita coco's fruit infused waters as well, but find that this drink is a lot smoother in texture, and slightly more refreshing on a hot summer day."
5,I happen to like foods that arent as sweet as kool aid or other sugary drinks. Very refreshing after mowing the lawn and helped  keep those afternoon headaches away.
5,I got the O.N.E. Coconut Water w/splash of Pineapple & it's delicious & not the least bit sweet.  Just very refreshing!!  LOVE IT and will continue using it.  Saw this on Dr. Oz as he recommended it.
5,"I saw this item in my local grocery store, and I thought I would give it a try.<br /><br />I have to admit, I was very surprised about how much I enjoyed this item.  I found it refreshing, and I felt that I had a bit more energy. I would happily purchase this product again and again.<br /><br />A word of advice to people complaining that it doesn't taste ""coconutty"" enough.  Coconut water and coconut milk are two very different things.  Coconut water comes from a green, immature coconut, while the milk comes from what we all think of when we think of a coconut...a hard, brown, fiber covered shell.  Just like a green banana and a ripe banana taste different, the same can be said of coconut.  If you don't think of this as a coconut drink or a pina colada, you will probably enjoy it even more."
5,"This is the best drink out there!  I've always had adult acne and no matter what I took or what the dermatologist prescribed for me, it has always been so difficult to treat my acne.  I started drinking coconut water for the electrolyte benefits after my intense spinning classes but I noticed within several weeks that my face started to clear up and actually looked smoother!  Besides keeping me hydrated and my electrolytes in balance, it has improved the quality of my skin tone!  LOVE IT!!!!!!"
4,"I started drinking coconut water when it was suggested to me by a friend.  I never really loved the taste of it, but I spend a great deal of time in the desert and I just can't seem to suck down enough water without getting waterlogged, so I was excited when I found flavors.  I know that recently it's become trendy and much harder for me to find, but my friends have been drinking it for years, as has my yoga instructor, and they highly recommend it for drinking not only for sports, but also to keep hydrated.  Plus, it's done wonders for my always dry skin.<br /><br />If nothing else it's a great avoid a hangover cure if drunk before going to bed, and if your partied too much to avoid being sick it seems to work much better than Pedialyte to get your electrolytes back in balance."
5,"I admit that I fully expected to dislike this product, and approached it with a dismissive attitude - something that's this trendy can't be any good, right? well, I was wrong. The ONE coconut water is refreshing, delicious, and just barely sweet. Really wonderful stuff. The hint of pineapple adds a little bit of acidity that enhances the basic taste of the water. i bet this would make a great summer drink too, but I only had one so I didn't get tot try that. My problem now is that it's been out of stock, so I can't get more."
5,"I decided to try this although I am not a big fan of flavored waters.  It is quite refreshing and the flavors are quite vibrant and not weak as in some concoctions.  I happen to like both coconut and pineapple so there is no problem with the basic idea and both can be distinguished in the mix.  The one drawback for some is because pineapple is a rather strong addition, even a splash puts it up front and center.  This added to the coconut may make it far too sweet for some.  It would certainly be a good pick me up after a workout or, in my case, after shoeveling the snow that seems to be deposited regularly this winter in the Northeast."
2,"Ugh....I tried this as a replacement for the Coconut Water with Pineapple that was available before in the automatic ship program.  This stuff is awful.  It's got added sugar, which is not needed at all and actually makes the drink taste pretty gross.  Never getting this stuff again.  (And I do love coconut water, in general, as it is a fantastic hydrator and tastier than Gatorade...well, usually.  Not this stuff.)"
5,"Being a ride leader with a bicycle club, I use coconut water (with its high Potassium and vitamin C) as an energy drink. I prefer this product to that you find in ethnic markets, because it has no added sugar and it hasn't been boiled."
5,"Coconut Water with a splash of Pineapple<br /><br />This is refreshing!  It's sweet, but not too sweet.  The coconut flavor isn't pronounced, and the pineapple isn't so overpowering that it tastes like syrup.  It's clean tasting.  According to the packaging, ""it has five essential electrolytes, more potassium than a banana, no fat, no cholesterol, and no preservatives.""  There's a smidge of fiber, 0.8 g of protein and 16 g of sugars.  I suspect most of the sugar comes from the pineapple, but ""cane juice"" is one of the ingredients, too. The 8.5 fl oz carton comes to 75 calories.<br /><br />If you sign up for subscribe & save, it's less than $1 per carton.  Actually, the carton is the only thing I don't like about this drink.  It's sort of hard to drink directly from because there isn't any air getting let in when you drink, which makes a vacuum.  This was solved by pouring it into a glass.  *whew*<br /><br />This was good.  I will definitely get more, and I highly recommend this to people who like pineapple juice."
2,"Almost gagged at first taste. I have used other coconut based products (water, milk, cooking oil, etc) and this is the first time I have been disappointed. My teenage kids hated it. My son is health food nut and drinks all the protein shakes and he couldn't stand it. I am sure Done is not the healthiest, but one you try that, there is no comparison in flavor tolerance."
5,"I LOVE THIS STUFF. Really, I do. I have tried all of the flavors, but I haven't tried the original. I have to say, by far, pineapple is my favorite. Guava is a close second. Who am I kidding? I love them all!<br /><br />Despite what others say about it tasting best at room temperature, I find it tastes very refreshing and even better when on ice. If you want a natural, tasty alternative to water, this is for you."
5,"Since I had been recuperating from a 24 hour flu bug that lasted a<br />week, I knew I was low on electrolytes.  I opted for this product,<br />as some products tend to further aggravate my stomach and<br />acid reflux.  This worked out extremely well, and the taste<br />is good.  I WILL keep it on hand from now on!"
5,I have tried all the different brands of coconut water and O.N.E. is my favorite and O.N.E. Coconut Water with a Splash of Pineapple is my favorite flavor. I wish the price would come back down I absolutely love this stuff!
3,"To me, this tastes more like pineapple juice than coconut.  There is an underlying hint of coconut, I know the water isn't strongly flavored, but I wasn't expecting so much pineapple.  This is tangy and sweet.  It is alright.  Package is smaller, but I don't think I could handle too much more of it in one sitting.  I am not thrilled with their unflavored coconut water, it is too tangy/sour to me, so with the pineapple it helps cover up that funkiness for me.  Not sure I'd buy this again.  Still in search of the one I first tried and fell in love with, but so far not finding anything as light and fresh tasting."
3,"I didn't expect coconut water with a splash of pineapple juice to taste quite so salty, even if it does replace electrolytes, so that was off-putting.  It's not really bad, especially over ice, but I won't be ordering any more of it."
3,"This is good but not as good as the standard coconut water in this brand.  The container is smaller, there is no straw, and I like the taste of the plain one better.  It is OK."
1,"I've had Amy and Brians coconut water - yum!, Vico's plain in the tetra pack - great! (the ones in the plastic bottle and some in the larger tetra packs are from concentrate - blah and yuck- don't get those!) , and the ones in the glass bottles- green cover- can't remember the name, but pure coconut water -great too.<br /><br />This, one with pineapple- no good.  The added cane juice is superfluous to the natural sweetness of coconut water and pineapple juice.  It makes the water taste 'thicker' and not so healthy.<br /><br />I wish these brands can just stick to the name of the drinks in their ingredients! (i.e. coconut water and pineapple juice! - no more!)"
2,"I love coconut and pineapple, but I was not wild about the ONE Coconut Water with a Splash of Pineapple. It wasn't BAD ... it had a mildly coconutty (though not sweet) flavor, but it just wasn't anything special. It was rather bland, and I had a hard time finishing it as it started to warm up. Since I'm not a competitive athlete and don't have any great need to replenish my electrolytes, I'd rather just drink water."
4,"...Then O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE is the drink for you.  I found this drink to be almost overpoweringly sweet as a standalone beverage.  According to the package, O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE contains natural coconut water, natural pineapple juice, cane juice, vitamin C, and natural fruit flavor.  Personally, with the coconut and the pineapple, I think they could have left out the sugar cane.<br /><br />However, when I paired O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE with a light snack of cheese and crackers, it became a very tasty, refreshing drink.  I, apparently, needed a little salt and/or savory to make O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE completely palatable.  With the afore mentioned snack, the O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE is really delightful.  I can also see it being very invigorating on a hot summer today (not so much with the cold winter weather).<br /><br />O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE comes in a handy 8.5 oz box with a place to punch a straw through.  This type of packaging is nice if you are on the go or have kids.  Just throw it in your bag and go.<br /><br />Prior to this experience, I had not heard of coconut water.  On the packaging it says ""O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE is a blend of the natural water from inside a young, green coconut and sweet, golden pineapple juice. It has five essential electrolytes, more potassium than a banana, no fat, no cholesterol, and no preservatives.""  Huh...who knew you could drink a green coconut?  Educational and a good source of potassium.  Being allergic to bananas, it is always good to have another source.<br /><br />Overall, I would not drink O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE by itself in the middle of winter.  But together with non-sugary snack or in the high heat of summer, I would definitely give O.N.E. COCONUT WATER WITH A SPLASH OF PINEAPPLE another try."
4,"This seems like a pretty straightforward drink. It's coconut juice and it's pineapple juice, with a bit of sugar and not much else.<br /><br />They claim it's a good source of potassium and electrolytes.<br /><br />For me it was pretty tasty. Granted it was also very sweet. Is it a ""health drink""? I don't know if I'd go that far. It has Vitamin C and trace amounts of Calcium / Iron, but not much else other than sugar.<br /><br />For what it is (something sweet to sip), it's pretty good."
